address,city,districd,lat,lon,name,province,street,town
安徽省池州市石台县仁里镇和平南路紫竹园小区,池州市,石台县,30.216530337189035,117.49239440959089,石台县,安徽省,,
安徽池州东至东至县尧渡镇东流路商业步行街1幢12号,池州市,东至县,30.116534528265298,117.03448128943805,东至县,安徽省,,
安徽省池州市汇景花园南苑22幢109号速派奇专卖店,晋城市,城区,35.52055875467328,112.85530302042478,市辖区,山西省,,
阳县蓉城镇木镇路126号,池州市,青阳县,30.645634346235052,117.85343129913953,青阳县,安徽省,,
